Date,Predicted_Load
2023-01-01,1854.9556
2023-01-01,1742.9883
2023-01-01,1742.6401
2023-01-01,1733.772
2023-01-01,1744.0311
2023-01-01,1848.7905
2023-01-01,1960.1667
2023-01-01,2024.4729
2023-01-01,1897.1791
2023-01-01,1693.1893
2023-01-01,1607.8132
2023-01-01,1497.3715
2023-01-01,1544.5227
2023-01-01,1588.1888
2023-01-01,1786.713
2023-01-01,1936.6779
2023-01-01,2210.233
2023-01-01,2499.411
2023-01-01,2510.1313
2023-01-01,2521.2603
2023-01-01,2399.7258
2023-01-01,2287.5977
2023-01-01,2134.568
2023-01-01,2022.9453
2023-01-02,1905.6589
2023-01-02,1833.8893
2023-01-02,1801.3336
2023-01-02,1801.0515
2023-01-02,1810.338
2023-01-02,1835.4869
2023-01-02,1926.1335
2023-01-02,1972.168
2023-01-02,1854.057
2023-01-02,1720.3789
2023-01-02,1540.1716
2023-01-02,1416.6426
2023-01-02,1458.7002
2023-01-02,1553.9989
2023-01-02,1697.7357
2023-01-02,1986.2638
2023-01-02,2275.8499
2023-01-02,2546.0483
2023-01-02,2519.0537
2023-01-02,2515.846
2023-01-02,2377.3533
2023-01-02,2304.3347
2023-01-02,2146.5881
2023-01-02,2053.1196
2023-01-03,1917.7837
2023-01-03,1882.2043
2023-01-03,1886.0079
2023-01-03,1909.193
2023-01-03,1973.2343
2023-01-03,2143.051
2023-01-03,2292.6099
2023-01-03,2319.0066
2023-01-03,2185.1104
2023-01-03,1972.51
2023-01-03,1825.7988
2023-01-03,1706.7217
2023-01-03,1707.257
2023-01-03,1742.5215
2023-01-03,1890.274
2023-01-03,2109.488
2023-01-03,2393.3762
2023-01-03,2676.9792
2023-01-03,2686.683
2023-01-03,2613.2327
2023-01-03,2446.8296
2023-01-03,2371.096
2023-01-03,2150.9539
2023-01-03,2005.3859
2023-01-04,1905.4242
2023-01-04,1858.985
2023-01-04,1844.2942
2023-01-04,1868.2155
2023-01-04,1931.8408
2023-01-04,2089.161
2023-01-04,2207.1545
2023-01-04,2234.4646
2023-01-04,2189.9753
2023-01-04,2082.2495
2023-01-04,1914.2122
2023-01-04,1795.1704
2023-01-04,1825.397
2023-01-04,1852.597
2023-01-04,1970.1157
2023-01-04,2146.0132
2023-01-04,2372.4114
2023-01-04,2679.291
2023-01-04,2698.8948
2023-01-04,2659.2273
2023-01-04,2482.323
2023-01-04,2340.6492
2023-01-04,2169.2664
2023-01-04,2050.7434
2023-01-05,1945.5944
2023-01-05,1869.3782
2023-01-05,1862.36
2023-01-05,1888.303
2023-01-05,1947.074
2023-01-05,2057.6145
2023-01-05,2212.1921
2023-01-05,2254.567
2023-01-05,2167.9321
2023-01-05,2035.6195
2023-01-05,1839.8643
2023-01-05,1743.6823
2023-01-05,1744.9984
2023-01-05,1819.1771
2023-01-05,1975.5592
2023-01-05,2155.5356
2023-01-05,2386.787
2023-01-05,2670.694
2023-01-05,2526.9692
2023-01-05,2559.0881
2023-01-05,2455.985
2023-01-05,2314.6477
2023-01-05,2177.4329
2023-01-05,2049.7332
2023-01-06,1992.2682
2023-01-06,1920.8721
2023-01-06,1878.7197
2023-01-06,1879.5353
2023-01-06,1972.1215
2023-01-06,2141.3708
2023-01-06,2292.1064
2023-01-06,2351.3958
2023-01-06,2267.119
2023-01-06,2016.3956
2023-01-06,1874.9781
2023-01-06,1813.523
2023-01-06,1828.7286
2023-01-06,1873.3263
2023-01-06,2028.6124
2023-01-06,2201.7864
2023-01-06,2463.455
2023-01-06,2661.363
2023-01-06,2607.0562
2023-01-06,2568.4116
2023-01-06,2412.5227
2023-01-06,2254.6611
2023-01-06,2048.3123
2023-01-06,1982.9374
2023-01-07,1910.7587
2023-01-07,1905.565
2023-01-07,1880.6416
2023-01-07,1873.0177
2023-01-07,1959.4393
2023-01-07,2125.1963
2023-01-07,2253.6946
2023-01-07,2353.4412
2023-01-07,2241.6921
2023-01-07,1959.6459
2023-01-07,1818.1617
2023-01-07,1735.93
2023-01-07,1764.538
2023-01-07,1836.3755
2023-01-07,1962.2865
2023-01-07,2132.5762
2023-01-07,2416.8804
2023-01-07,2632.1897
2023-01-07,2618.27
2023-01-07,2518.0867
2023-01-07,2397.8962
2023-01-07,2268.1611
2023-01-07,2075.668
2023-01-07,1917.8477
2023-01-08,1838.795
2023-01-08,1803.3429
2023-01-08,1753.5648
2023-01-08,1759.262
2023-01-08,1791.6698
2023-01-08,1864.9677
2023-01-08,1986.362
2023-01-08,2066.4043
2023-01-08,2001.8699
2023-01-08,1890.9153
2023-01-08,1795.3636
2023-01-08,1693.5286
2023-01-08,1570.7943
2023-01-08,1692.8081
2023-01-08,1925.4647
2023-01-08,2049.8657
2023-01-08,2366.4026
2023-01-08,2568.5193
2023-01-08,2531.97
2023-01-08,2519.7202
2023-01-08,2351.369
2023-01-08,2364.6885
2023-01-08,2168.7344
2023-01-08,2040.4669
2023-01-09,1983.1932
2023-01-09,1912.321
2023-01-09,1846.3779
2023-01-09,1860.9689
2023-01-09,1848.904
2023-01-09,1899.1345
2023-01-09,2039.0675
2023-01-09,2043.4131
2023-01-09,1860.2834
2023-01-09,1598.5187
2023-01-09,1573.6228
2023-01-09,1509.2959
2023-01-09,1570.0176
2023-01-09,1647.0779
2023-01-09,1814.0121
2023-01-09,2061.818
2023-01-09,2321.691
2023-01-09,2559.443
2023-01-09,2491.6177
2023-01-09,2458.2393
2023-01-09,2313.7703
2023-01-09,2143.017
2023-01-09,1987.1847
2023-01-09,1967.2324
2023-01-10,1845.0485
2023-01-10,1805.9048
2023-01-10,1788.1825
2023-01-10,1812.1853
2023-01-10,1884.5488
2023-01-10,2022.5582
2023-01-10,2154.3464
2023-01-10,2215.6172
2023-01-10,2176.774
2023-01-10,2080.7676
2023-01-10,2039.326
2023-01-10,2134.5786
2023-01-10,2138.5703
2023-01-10,2008.6428
2023-01-10,2179.6343
2023-01-10,2284.48
2023-01-10,2499.0564
2023-01-10,2660.3977
2023-01-10,2575.9412
2023-01-10,2482.0784
2023-01-10,2353.4397
2023-01-10,2186.1316
2023-01-10,1953.9692
2023-01-10,1843.0941
2023-01-11,1822.1863
2023-01-11,1762.3613
2023-01-11,1748.7404
2023-01-11,1755.5537
2023-01-11,1825.4021
2023-01-11,1971.5519
2023-01-11,2108.725
2023-01-11,2115.74
2023-01-11,2080.9863
2023-01-11,1980.0127
2023-01-11,1966.9467
2023-01-11,1988.5388
2023-01-11,2009.6406
2023-01-11,2134.537
2023-01-11,2302.4297
2023-01-11,2447.053
2023-01-11,2572.0972
2023-01-11,2651.533
2023-01-11,2625.8982
2023-01-11,2472.5103
2023-01-11,2352.1018
2023-01-11,2297.2463
2023-01-11,2006.17
2023-01-11,1881.2437
2023-01-12,1803.8462
2023-01-12,1765.6611
2023-01-12,1745.373
2023-01-12,1748.4232
2023-01-12,1792.1182
2023-01-12,1909.1385
2023-01-12,2052.9312
2023-01-12,2119.3977
2023-01-12,2118.7024
2023-01-12,2077.7961
2023-01-12,2010.4794
2023-01-12,2038.5972
2023-01-12,2097.9326
2023-01-12,2146.4988
2023-01-12,2247.109
2023-01-12,2418.7378
2023-01-12,2518.9116
2023-01-12,2624.5845
2023-01-12,2602.1099
2023-01-12,2440.1936
2023-01-12,2294.4158
2023-01-12,2114.471
2023-01-12,1958.4977
2023-01-12,1867.9945
2023-01-13,1831.8483
2023-01-13,1770.5082
2023-01-13,1752.7368
2023-01-13,1785.9706
2023-01-13,1861.9784
2023-01-13,2046.0201
2023-01-13,2194.1821
2023-01-13,2241.1057
2023-01-13,2133.3071
2023-01-13,2134.0583
2023-01-13,2162.8975
2023-01-13,2271.1382
2023-01-13,2321.478
2023-01-13,2225.92
2023-01-13,2433.7378
2023-01-13,2396.8071
2023-01-13,2571.8372
2023-01-13,2614.5496
2023-01-13,2572.8884
2023-01-13,2486.7031
2023-01-13,2304.2563
2023-01-13,2149.6433
2023-01-13,1948.4532
2023-01-13,1859.7983
2023-01-14,1811.3325
2023-01-14,1744.5239
2023-01-14,1755.7664
2023-01-14,1781.1466
2023-01-14,1845.953
2023-01-14,2046.3418
2023-01-14,2147.0745
2023-01-14,2196.4475
2023-01-14,2109.749
2023-01-14,1924.6152
2023-01-14,1949.4689
2023-01-14,1951.8236
2023-01-14,1879.3754
2023-01-14,2008.3723
2023-01-14,2206.343
2023-01-14,2198.4246
2023-01-14,2447.7317
2023-01-14,2581.4329
2023-01-14,2552.7258
2023-01-14,2395.3008
2023-01-14,2243.064
2023-01-14,2144.1018
2023-01-14,1945.8362
2023-01-14,1867.7917
2023-01-15,1773.8503
2023-01-15,1732.1052
2023-01-15,1697.8768
2023-01-15,1709.7814
2023-01-15,1725.3004
2023-01-15,1766.7245
2023-01-15,1859.7032
2023-01-15,1884.4468
2023-01-15,1878.8042
2023-01-15,1940.353
2023-01-15,2065.4858
2023-01-15,2065.6912
2023-01-15,2074.9272
2023-01-15,2158.8257
2023-01-15,2103.978
2023-01-15,2243.713
2023-01-15,2351.8372
2023-01-15,2414.9858
2023-01-15,2439.1914
2023-01-15,2292.406
2023-01-15,2189.8674
2023-01-15,2055.3577
2023-01-15,1882.6576
2023-01-15,1804.5895
2023-01-16,1726.6556
2023-01-16,1687.4563
2023-01-16,1677.5018
2023-01-16,1658.7933
2023-01-16,1659.2661
2023-01-16,1672.5673
2023-01-16,1770.0785
2023-01-16,1765.9769
2023-01-16,1747.0933
2023-01-16,1671.3928
2023-01-16,1639.5067
2023-01-16,1676.585
2023-01-16,1605.2909
2023-01-16,1707.0278
2023-01-16,1874.7936
2023-01-16,2019.6812
2023-01-16,2294.7742
2023-01-16,2419.5388
2023-01-16,2359.7478
2023-01-16,2305.9558
2023-01-16,2178.4116
2023-01-16,2025.341
2023-01-16,1889.3473
2023-01-16,1784.6472
2023-01-17,1741.4822
2023-01-17,1681.9412
2023-01-17,1676.5308
2023-01-17,1695.864
2023-01-17,1844.1542
2023-01-17,1917.6978
2023-01-17,2074.1982
2023-01-17,2111.5781
2023-01-17,2111.7556
2023-01-17,2020.4557
2023-01-17,1984.5249
2023-01-17,2091.3582
2023-01-17,1894.1499
2023-01-17,1899.3147
2023-01-17,2139.106
2023-01-17,2197.0078
2023-01-17,2429.9436
2023-01-17,2606.4856
2023-01-17,2534.5747
2023-01-17,2436.1257
2023-01-17,2283.7935
2023-01-17,2107.8767
2023-01-17,1921.3894
2023-01-17,1798.5547
2023-01-18,1769.2915
2023-01-18,1714.6581
2023-01-18,1710.5157
2023-01-18,1713.7803
2023-01-18,1780.3462
2023-01-18,1916.043
2023-01-18,2057.08
2023-01-18,2075.2683
2023-01-18,2114.2144
2023-01-18,2149.8691
2023-01-18,1986.1863
2023-01-18,2094.3948
2023-01-18,2102.2087
2023-01-18,1972.5162
2023-01-18,2037.7638
2023-01-18,2133.1716
2023-01-18,2325.402
2023-01-18,2526.0984
2023-01-18,2525.6694
2023-01-18,2420.1672
2023-01-18,2263.2998
2023-01-18,2105.6707
2023-01-18,1931.2113
2023-01-18,1825.1544
2023-01-19,1790.1748
2023-01-19,1762.7166
2023-01-19,1758.0757
2023-01-19,1753.0905
2023-01-19,1796.7976
2023-01-19,1894.0476
2023-01-19,2051.721
2023-01-19,2105.1265
2023-01-19,2082.5728
2023-01-19,1963.2468
2023-01-19,1843.9319
2023-01-19,1775.2582
2023-01-19,1744.6819
2023-01-19,1754.7876
2023-01-19,1901.8625
2023-01-19,2027.031
2023-01-19,2297.981
2023-01-19,2545.6782
2023-01-19,2561.7734
2023-01-19,2469.4788
2023-01-19,2410.1292
2023-01-19,2236.614
2023-01-19,2021.7784
2023-01-19,1877.6428
2023-01-20,1889.8485
2023-01-20,1857.8577
2023-01-20,1844.8644
2023-01-20,1916.3584
2023-01-20,1973.2275
2023-01-20,2149.371
2023-01-20,2309.356
2023-01-20,2283.4783
2023-01-20,2179.8025
2023-01-20,1906.7518
2023-01-20,1792.9518
2023-01-20,1725.5786
2023-01-20,1727.4758
2023-01-20,1746.8359
2023-01-20,2002.7963
2023-01-20,2157.7822
2023-01-20,2294.8047
2023-01-20,2533.0266
2023-01-20,2609.5798
2023-01-20,2524.409
2023-01-20,2412.474
2023-01-20,2233.5886
2023-01-20,2112.0825
2023-01-20,2006.0591
2023-01-21,1945.1987
2023-01-21,1888.6868
2023-01-21,1869.5295
2023-01-21,1905.0105
2023-01-21,1982.0419
2023-01-21,2200.5652
2023-01-21,2352.3474
2023-01-21,2418.896
2023-01-21,2320.7378
2023-01-21,2052.6262
2023-01-21,1840.6879
2023-01-21,1788.604
2023-01-21,1742.5261
2023-01-21,1812.3511
2023-01-21,2018.5476
2023-01-21,2208.2148
2023-01-21,2303.8093
2023-01-21,2577.3599
2023-01-21,2551.4207
2023-01-21,2548.8823
2023-01-21,2484.381
2023-01-21,2378.8992
2023-01-21,2219.8594
2023-01-21,2055.5452
2023-01-22,1973.6154
2023-01-22,1876.3635
2023-01-22,1813.1447
2023-01-22,1796.4061
2023-01-22,1832.8535
2023-01-22,1970.954
2023-01-22,2132.3267
2023-01-22,2153.49
2023-01-22,2011.7081
2023-01-22,1776.1842
2023-01-22,1550.724
2023-01-22,1535.5557
2023-01-22,1457.0265
2023-01-22,1546.1724
2023-01-22,1800.3422
2023-01-22,2033.4559
2023-01-22,2110.67
2023-01-22,2417.1057
2023-01-22,2487.91
2023-01-22,2422.1868
2023-01-22,2357.2783
2023-01-22,2377.6182
2023-01-22,2183.102
2023-01-22,2045.7592
2023-01-23,1945.84
2023-01-23,1869.1119
2023-01-23,1840.9777
2023-01-23,1849.9016
2023-01-23,1833.1389
2023-01-23,1880.5298
2023-01-23,1994.6533
2023-01-23,2036.9861
2023-01-23,1911.6104
2023-01-23,1648.3384
2023-01-23,1494.7162
2023-01-23,1425.8892
2023-01-23,1515.8484
2023-01-23,1617.3507
2023-01-23,1786.8667
2023-01-23,2060.2168
2023-01-23,2112.855
2023-01-23,2417.1924
2023-01-23,2476.8794
2023-01-23,2375.6692
2023-01-23,2244.555
2023-01-23,2167.5251
2023-01-23,2108.9072
2023-01-23,1974.7153
